Cruise,ISO_DateTime_UTC,ISO_DateTime_PDT,Line,St,Lat,Long,Tow_Depth,Mesh_Size,Larva_ID,Growth_Stage,Species,SL,BD,HL,Prey_Taxa,Prey_Stage,Length,Width
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.3145,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Cyclopoida,Copepodite,0.4625,0.185
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Nauplii,0.2035,0.148
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.37,0.2405
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.777,0.2775
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Cyclopoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Cyclopoida,Copepodite,0.3145,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.4995,0.222
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.4255,0.296
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.4625,0.3145
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.2775,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.37,0.3145
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.518,0.2405
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.3145,0.222
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.4625,0.2775
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.407,0.2035
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.37,0.222
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.407,0.222
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.407,0.185
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.444,0.2035
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF110,Postflexion,Sebastes,8.856,1.6236,3.321,Calanoida,Copepodite,0.37,0.185
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Copepodite,0.4625,0.222
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.148,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.222,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.148,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Copepodite,0.4995,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.148,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.148,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.148,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.1665,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.148,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.1295,0.0555
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.2405,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.1665,0.0555
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.185,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2035,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.185,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Copepodite,0.259,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.185,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.2035,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Copepodite,0.3515,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Egg,,0.1295,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2405,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Egg,,0.148,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Copepodite,0.481,0.185
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Copepoda,Copepodite,0.37,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2035,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.222,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.222,0.111
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Copepodite,0.1295,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2035,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2035,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.185,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Copepodite,0.4255,0.2035
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.185,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.148,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2035,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Copepodite,0.37,0.148
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.1665,0.0555
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.1665,0.148
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.185,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2405,0.111
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.111,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2035,0.111
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.185,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Calanoida,Nauplii,0.2405,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF111,Flexion,Sebastes,7.0848,1.2546,2.5092,Cyclopoida,Nauplii,0.2035,0.0555
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.2405,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.481,0.222
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.148,0.0555
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.1665,0.111
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.2035,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.3515,0.185
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.296,0.148
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.3515,0.3145
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.185,0.111
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.148,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.296,0.148
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.222,0.185
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.2775,0.148
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.185,0.185
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.2035,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.481,0.2405
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.3145,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.3145,0.185
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.148,0.074
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.407,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.2405,0.148
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Copepoda,Nauplii,0.2405,0.2035
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.222,0.0555
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.518,0.259
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.37,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.296,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.629,0.3145
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.2035,0.1665
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.185,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.2405,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.148,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.6105,0.222
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.4995,0.2775
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.3885,0.2405
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.3145,0.0925
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Copepodite,0.444,0.2035
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Cyclopoida,Nauplii,0.1665,0.1295
BBB2101,2021-01-24T21:14Z,2021-01-24T13:14,90,30,33.4176,-117.90105,31.6,505,RF112,Postflexion,Sebastes,7.5276,1.4022,2.583,Calanoida,Nauplii,0.185,0.0925
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF113,Preflexion,Sebastes miniatus,5.0184,0.4428,1.2546,Copepoda,Nauplii,,
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF113,Preflexion,Sebastes miniatus,5.0184,0.4428,1.2546,Calanoida,Nauplii,,
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF113,Preflexion,Sebastes miniatus,5.0184,0.4428,1.2546,Cyclopoida,Nauplii,0.1665,0.1665
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF113,Preflexion,Sebastes miniatus,5.0184,0.4428,1.2546,Harpacticoida,Nauplii,0.1665,0.0925
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF114,Preflexion,Sebastes hopkinsi,4.7232,0.5904,1.2546,Calanoida,Copepodite,0.37,0.1665
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF114,Preflexion,Sebastes hopkinsi,4.7232,0.5904,1.2546,Cyclopoida,Nauplii,0.1665,0.111
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF114,Preflexion,Sebastes hopkinsi,4.7232,0.5904,1.2546,Calanoida,Nauplii,0.2775,0.0925
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF114,Preflexion,Sebastes hopkinsi,4.7232,0.5904,1.2546,Calanoida,Nauplii,0.1665,0.1295
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF114,Preflexion,Sebastes hopkinsi,4.7232,0.5904,1.2546,Calanoida,Nauplii,0.259,0.1295
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF114,Preflexion,Sebastes hopkinsi,4.7232,0.5904,1.2546,Calanoida,Nauplii,0.2035,0.2035
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF114,Preflexion,Sebastes hopkinsi,4.7232,0.5904,1.2546,Cyclopoida,Nauplii,0.1665,0.074
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF114,Preflexion,Sebastes hopkinsi,4.7232,0.5904,1.2546,Calanoida,Nauplii,0.222,0.1295
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF115,Preflexion,Sebastes semicinctus,5.3136,0.4428,1.107,Cyclopoida,Nauplii,0.2775,0.111
BBB2101,2021-01-24T17:06Z,2021-01-24T9:06,86.7,33,33.88995,-118.490417,30.77,505,RF115,Preflexion,Sebastes semicinctus,5.3136,0.4428,1.107,Calanoida,Nauplii,0.296,0.148
